"KIQ490.Code.or.Value","KIQ490.Value.Description","KIQ490.Count","KIQ490.Cumulative","KIQ490.Skip.to.Item"
"1","Yes",429,429,NA
"2","No",2142,2571,NA
"7","Refused",1,2572,NA
"9","Don't know",6,2578,NA
".","Missing",3129,5707,NA
