"TYXP102.Code.or.Value","TYXP102.Value.Description","TYXP102.Count","TYXP102.Cumulative","TYXP102.Skip.to.Item"
"-285 to 181","Range of Values",5562,5562,NA
".","Missing",23,5585,NA
