"AUXLR159.Code.or.Value","AUXLR159.Value.Description","AUXLR159.Count","AUXLR159.Cumulative","AUXLR159.Skip.to.Item"
"-16 to 61","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
