"SXQ627.Code.or.Value","SXQ627.Value.Description","SXQ627.Count","SXQ627.Cumulative","SXQ627.Skip.to.Item"
"0 to 30","Range of Values",1427,1427,NA
"77777","Refused",0,1427,NA
"99999","Don't know",2,1429,NA
".","Missing",3414,4843,NA
