"AUXRR103.Code.or.Value","AUXRR103.Value.Description","AUXRR103.Count","AUXRR103.Cumulative","AUXRR103.Skip.to.Item"
"-56 to 66","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
