"AUXLR202.Code.or.Value","AUXLR202.Value.Description","AUXLR202.Count","AUXLR202.Cumulative","AUXLR202.Skip.to.Item"
"-48 to 44","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
