"TYXP235.Code.or.Value","TYXP235.Value.Description","TYXP235.Count","TYXP235.Cumulative","TYXP235.Skip.to.Item"
"-299 to 136","Range of Values",119,119,NA
".","Missing",5466,5585,NA
