"KIQ361.Code.or.Value","KIQ361.Value.Description","KIQ361.Count","KIQ361.Cumulative","KIQ361.Skip.to.Item"
"1","Yes",1292,1292,NA
"2","No",445,1737,NA
"7","Refused",1,1738,NA
"9","Don't know",5,1743,NA
".","Missing",3964,5707,NA
