"PAQ665.Code.or.Value","PAQ665.Value.Description","PAQ665.Count","PAQ665.Cumulative","PAQ665.Skip.to.Item"
"1","Yes",2308,2308,""
"2","No",3548,5856,"PAD680"
"7","Refused",0,5856,"PAD680"
"9","Don't know",0,5856,"PAD680"
".","Missing",0,5856,""
