"AUXLR113.Code.or.Value","AUXLR113.Value.Description","AUXLR113.Count","AUXLR113.Cumulative","AUXLR113.Skip.to.Item"
"-49 to 68","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
