"OHQ614.Code.or.Value","OHQ614.Value.Description","OHQ614.Count","OHQ614.Cumulative","OHQ614.Skip.to.Item"
"1","Yes",710,710,NA
"2","No",2639,3349,NA
"7","Refused",0,3349,NA
"9","Don't know",10,3359,NA
".","Missing",5538,8897,NA
