"CIQD091.Code.or.Value","CIQD091.Value.Description","CIQD091.Count","CIQD091.Cumulative","CIQD091.Skip.to.Item"
"1","Yes",3,3,"CIQD095"
"2","No",5,8,""
"7","Refuse",0,8,""
"9","Don't know",0,8,""
".","Missing",842,850,""
