"AUXRR221.Code.or.Value","AUXRR221.Value.Description","AUXRR221.Count","AUXRR221.Cumulative","AUXRR221.Skip.to.Item"
"-45 to 48","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
