"ORXH16.Code.or.Value","ORXH16.Value.Description","ORXH16.Count","ORXH16.Cumulative","ORXH16.Skip.to.Item"
"1","Positive",29,29,NA
"2","Negative",4517,4546,NA
"3","Not evaluated",297,4843,NA
".","Missing",0,4843,NA
