"TYXP130.Code.or.Value","TYXP130.Value.Description","TYXP130.Count","TYXP130.Cumulative","TYXP130.Skip.to.Item"
"-299 to 79","Range of Values",5006,5006,NA
".","Missing",579,5585,NA
