"TYXP243.Code.or.Value","TYXP243.Value.Description","TYXP243.Count","TYXP243.Cumulative","TYXP243.Skip.to.Item"
"-297 to 136","Range of Values",95,95,NA
".","Missing",5490,5585,NA
