"AUXRR135.Code.or.Value","AUXRR135.Value.Description","AUXRR135.Count","AUXRR135.Cumulative","AUXRR135.Skip.to.Item"
"-39 to 58","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
