"AUQ130.Code.or.Value","AUQ130.Value.Description","AUQ130.Count","AUQ130.Cumulative","AUQ130.Skip.to.Item"
"1","Good",7974,7974,NA
"2","Little trouble",1357,9331,NA
"3","Lot of trouble",285,9616,NA
"4","Deaf",24,9640,NA
"7","Refused",0,9640,NA
"9","Don't know",5,9645,NA
".","Missing",0,9645,NA
