"AUXLR229.Code.or.Value","AUXLR229.Value.Description","AUXLR229.Count","AUXLR229.Cumulative","AUXLR229.Skip.to.Item"
"-31 to 76","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
