"AUXRR146.Code.or.Value","AUXRR146.Value.Description","AUXRR146.Count","AUXRR146.Cumulative","AUXRR146.Skip.to.Item"
"-29 to 106","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
