"OHQ860.Code.or.Value","OHQ860.Value.Description","OHQ860.Count","OHQ860.Cumulative","OHQ860.Skip.to.Item"
"1","Yes",792,792,NA
"2","No",3908,4700,NA
"7","Refused",1,4701,NA
"9","Don't know",40,4741,NA
".","Missing",4156,8897,NA
