"FSD680.Code.or.Value","FSD680.Value.Description","FSD680.Count","FSD680.Cumulative","FSD680.Skip.to.Item"
"1","Yes",466,466,NA
"2","No",149,615,NA
"7","Refused",0,615,NA
"9","Don't know",2,617,NA
".","Missing",8637,9254,NA
