"AUXRR142.Code.or.Value","AUXRR142.Value.Description","AUXRR142.Count","AUXRR142.Cumulative","AUXRR142.Skip.to.Item"
"-35 to 108","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
