"WBXF071.Code.or.Value","WBXF071.Value.Description","WBXF071.Count","WBXF071.Cumulative","WBXF071.Skip.to.Item"
"2828.4271 to 2828.4271","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
