"AUXRR237.Code.or.Value","AUXRR237.Value.Description","AUXRR237.Count","AUXRR237.Cumulative","AUXRR237.Skip.to.Item"
"-43 to 80","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
