"TYXA211.Code.or.Value","TYXA211.Value.Description","TYXA211.Count","TYXA211.Cumulative","TYXA211.Skip.to.Item"
"0.345 to 4.043","Range of Values",234,234,NA
".","Missing",5351,5585,NA
