"AUXLR177.Code.or.Value","AUXLR177.Value.Description","AUXLR177.Count","AUXLR177.Cumulative","AUXLR177.Skip.to.Item"
"-28 to 66","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
