"RFXC143.Code.or.Value","RFXC143.Value.Description","RFXC143.Count","RFXC143.Cumulative","RFXC143.Skip.to.Item"
"-6.053 to 7.756","Range of Values",33673,33673,NA
".","Missing",48,33721,NA
