"AUXLR253.Code.or.Value","AUXLR253.Value.Description","AUXLR253.Count","AUXLR253.Cumulative","AUXLR253.Skip.to.Item"
"-17 to 75","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
