"AUXLR131.Code.or.Value","AUXLR131.Value.Description","AUXLR131.Count","AUXLR131.Cumulative","AUXLR131.Skip.to.Item"
"-36 to 75","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
