"AUXLR154.Code.or.Value","AUXLR154.Value.Description","AUXLR154.Count","AUXLR154.Cumulative","AUXLR154.Skip.to.Item"
"-22 to 78","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
