"CIQD006.Code.or.Value","CIQD006.Value.Description","CIQD006.Count","CIQD006.Cumulative","CIQD006.Skip.to.Item"
"1","Yes",58,58,NA
"2","No",19,77,NA
"7","Refuse",0,77,NA
"9","Don't know",0,77,NA
".","Missing",773,850,NA
