"TYXP080.Code.or.Value","TYXP080.Value.Description","TYXP080.Count","TYXP080.Cumulative","TYXP080.Skip.to.Item"
"-254 to 147","Range of Values",5579,5579,NA
".","Missing",6,5585,NA
