"TYXA168.Code.or.Value","TYXA168.Value.Description","TYXA168.Count","TYXA168.Cumulative","TYXA168.Skip.to.Item"
"0.09 to 6.387","Range of Values",1708,1708,NA
".","Missing",3877,5585,NA
