"TYXP181.Code.or.Value","TYXP181.Value.Description","TYXP181.Count","TYXP181.Cumulative","TYXP181.Skip.to.Item"
"-292 to 159","Range of Values",866,866,NA
".","Missing",4719,5585,NA
