"KIQ281.Code.or.Value","KIQ281.Value.Description","KIQ281.Count","KIQ281.Cumulative","KIQ281.Skip.to.Item"
"1","Yes",30,30,NA
"2","No",3,33,NA
"7","Refused",0,33,NA
"9","Don't know",0,33,NA
".","Missing",1474,1507,NA
