"RFXC028.Code.or.Value","RFXC028.Value.Description","RFXC028.Count","RFXC028.Cumulative","RFXC028.Skip.to.Item"
"-8.122 to 5.394","Range of Values",33708,33708,NA
".","Missing",13,33721,NA
