"RHQ740.Code.or.Value","RHQ740.Value.Description","RHQ740.Count","RHQ740.Cumulative","RHQ740.Skip.to.Item"
"1","Yes",184,184,NA
"2","No",1900,2084,NA
"7","Refused",0,2084,NA
"9","Don't know",0,2084,NA
".","Missing",1513,3597,NA
