"CIQD024.Code.or.Value","CIQD024.Value.Description","CIQD024.Count","CIQD024.Cumulative","CIQD024.Skip.to.Item"
"2 to 10","Range of Values",12,12,NA
"100","100 +",0,12,NA
"777","Refuse",0,12,NA
"999","Don't know",0,12,NA
".","Missing",838,850,NA
