"AUXRR225.Code.or.Value","AUXRR225.Value.Description","AUXRR225.Count","AUXRR225.Cumulative","AUXRR225.Skip.to.Item"
"-31 to 43","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
