"RFXC057.Code.or.Value","RFXC057.Value.Description","RFXC057.Count","RFXC057.Cumulative","RFXC057.Skip.to.Item"
"-7.709 to 5.264","Range of Values",33700,33700,NA
".","Missing",21,33721,NA
