"TYXA102.Code.or.Value","TYXA102.Value.Description","TYXA102.Count","TYXA102.Cumulative","TYXA102.Skip.to.Item"
"0.09 to 6.501","Range of Values",5562,5562,NA
".","Missing",23,5585,NA
