"TYXP122.Code.or.Value","TYXP122.Value.Description","TYXP122.Count","TYXP122.Cumulative","TYXP122.Skip.to.Item"
"-296 to 81","Range of Values",5245,5245,NA
".","Missing",340,5585,NA
