"AUXRR111.Code.or.Value","AUXRR111.Value.Description","AUXRR111.Count","AUXRR111.Cumulative","AUXRR111.Skip.to.Item"
"-44 to 81","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
