"DBQ940.Code.or.Value","DBQ940.Value.Description","DBQ940.Count","DBQ940.Cumulative","DBQ940.Skip.to.Item"
"1","Yes",3518,3518,NA
"2","No",2643,6161,NA
"7","Refused",0,6161,NA
"9","Don't know",0,6161,NA
".","Missing",3093,9254,NA
