"WBXA080.Code.or.Value","WBXA080.Value.Description","WBXA080.Count","WBXA080.Cumulative","WBXA080.Skip.to.Item"
"-0.5192 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
