"RHQ520.Code.or.Value","RHQ520.Value.Description","RHQ520.Count","RHQ520.Cumulative","RHQ520.Skip.to.Item"
"1","Yes",58,58,NA
"2","No",231,289,NA
"7","Refused",0,289,NA
"9","Don't know",0,289,NA
".","Missing",3009,3298,NA
