"AUXLR201.Code.or.Value","AUXLR201.Value.Description","AUXLR201.Count","AUXLR201.Cumulative","AUXLR201.Skip.to.Item"
"-48 to 51","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
