"AUDTYL18.Code.or.Value","AUDTYL18.Value.Description","AUDTYL18.Count","AUDTYL18.Cumulative","AUDTYL18.Skip.to.Item"
"0 to 2.38","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
