"AUDTYL13.Code.or.Value","AUDTYL13.Value.Description","AUDTYL13.Count","AUDTYL13.Cumulative","AUDTYL13.Skip.to.Item"
"0 to 2.22","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
