"AUXLR227.Code.or.Value","AUXLR227.Value.Description","AUXLR227.Count","AUXLR227.Cumulative","AUXLR227.Skip.to.Item"
"-30 to 60","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
