"TYXP224.Code.or.Value","TYXP224.Value.Description","TYXP224.Count","TYXP224.Cumulative","TYXP224.Skip.to.Item"
"-298 to 165","Range of Values",161,161,NA
".","Missing",5424,5585,NA
