"WBXA017.Code.or.Value","WBXA017.Value.Description","WBXA017.Count","WBXA017.Cumulative","WBXA017.Skip.to.Item"
"-1.9147 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
