"AUXRR203.Code.or.Value","AUXRR203.Value.Description","AUXRR203.Count","AUXRR203.Cumulative","AUXRR203.Skip.to.Item"
"-33 to 51","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
