"TYXP140.Code.or.Value","TYXP140.Value.Description","TYXP140.Count","TYXP140.Cumulative","TYXP140.Skip.to.Item"
"-299 to 104","Range of Values",4315,4315,NA
".","Missing",1270,5585,NA
