"DXXPT58X.Code.or.Value","DXXPT58X.Value.Description","DXXPT58X.Count","DXXPT58X.Cumulative","DXXPT58X.Skip.to.Item"
"681.5 to 1222","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
