"AUXLR155.Code.or.Value","AUXLR155.Value.Description","AUXLR155.Count","AUXLR155.Cumulative","AUXLR155.Skip.to.Item"
"-21 to 75","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
