"CIQD092.Code.or.Value","CIQD092.Value.Description","CIQD092.Count","CIQD092.Cumulative","CIQD092.Skip.to.Item"
"1","Yes",4,4,NA
"2","No",20,24,NA
"7","Refuse",0,24,NA
"9","Don't know",0,24,NA
".","Missing",826,850,NA
