"TYXP200.Code.or.Value","TYXP200.Value.Description","TYXP200.Count","TYXP200.Cumulative","TYXP200.Skip.to.Item"
"-299 to 107","Range of Values",427,427,NA
".","Missing",5158,5585,NA
