"SXQ021.Code.or.Value","SXQ021.Value.Description","SXQ021.Count","SXQ021.Cumulative","SXQ021.Skip.to.Item"
"1","Yes",3676,3676,""
"2","No",429,4105,"SXQ280"
"7","Refused",12,4117,"SXQ280"
"9","Don't know",7,4124,"SXQ280"
".","Missing",501,4625,""
