"TYXP044.Code.or.Value","TYXP044.Value.Description","TYXP044.Count","TYXP044.Cumulative","TYXP044.Skip.to.Item"
"-45 to 192","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
