"AUXLR231.Code.or.Value","AUXLR231.Value.Description","AUXLR231.Count","AUXLR231.Cumulative","AUXLR231.Skip.to.Item"
"-36 to 71","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
