"TYXA021.Code.or.Value","TYXA021.Value.Description","TYXA021.Count","TYXA021.Cumulative","TYXA021.Skip.to.Item"
"0.207 to 6.391","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
