"AUXRR272.Code.or.Value","AUXRR272.Value.Description","AUXRR272.Count","AUXRR272.Cumulative","AUXRR272.Skip.to.Item"
"-8 to 57","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
